ID,Title,Description,Status,Priority,Labels,Creator,Project,Created,Completed
JEO-11,Turn Control Toggle,"**Problem/Request:**
User needed ability to manually switch which player has control when LLM incorrectly awards question or when manual intervention needed.

**Investigation:**
- playerInControl stored in game object
- Controls who selects next clue
- Automatically updates on correct answer
- Need manual override capability

**Root Cause:**
N/A - Missing feature for game state correction

**Options Considered:**
1. Button only
2. Keyboard shortcut only
3. Both
Chose option 1 for visibility and explicit action.

**Solution Implemented:**
Added game controls bar with:
- ""Switch Control"" button
- Indicator showing current player in control
- Toggle function switching between players
- Visual update on all control changes (automatic or manual)

**Code Changes:**
- index.html lines 64-68: Added game-controls div with button and indicator
- styles.css lines 219-234: Styled controls bar
- ui.js lines 121-124: Added toggle button handler
- ui.js lines 441-445: Added updateControlIndicator() method
- game.js line 68: Update indicator on game start
- game.js line 222: Update indicator on correct answer
- game.js lines 508-514: Implemented toggleControl() method

**Testing:**
- Verified indicator shows correct player on start
- Confirmed automatic updates on correct answers
- Tested manual toggle button
- Validated indicator always in sync with game state

**Outcome:**
Full control over turn management. Can correct LLM errors or adjust gameplay flow manually.

**Lessons Learned:**
- Visual feedback critical for state changes
- Manual override + automatic update both needed
- Consistent indicator updates across all state changes
- Simple toggle more intuitive than selecting specific player",Done,2,"feature,game-control,state-management",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-12,In-Game Banner Personalization,"**Problem/Request:**
User wanted in-game round banners to say ""JEOPARDY FOR JACQUELINE!"" and ""DOUBLE JEOPARDY FOR JACQUELINE!"" to match personalized staging screen.

**Investigation:**
- Round indicator updated in setRoundIndicator()
- Called on game start and round advancement
- Longer text required font size reduction for fit

**Root Cause:**
N/A - Enhancement request to match staging personalization

**Options Considered:**
1. Keep generic text
2. Personalize like staging screen
Chose option 2 for consistency.

**Solution Implemented:**
- Updated round indicator text to include ""FOR JACQUELINE!""
- Reduced font size from 2rem to 1.6rem for longer text
- Added text centering and padding for better fit

**Code Changes:**
- game.js line 68: JEOPARDY → JEOPARDY FOR JACQUELINE!
- game.js line 381: DOUBLE JEOPARDY → DOUBLE JEOPARDY FOR JACQUELINE!
- styles.css line 229: font-size: 2rem → 1.6rem
- styles.css lines 233-234: Added text-align: center and padding

**Testing:**
- Verified text fits in scoreboard area
- Confirmed styling maintained
- Tested on Jeopardy and Double Jeopardy rounds

**Outcome:**
Consistent personalization throughout entire game experience.

**Lessons Learned:**
- Personalization consistency improves polish
- Font size adjustments necessary for longer text
- Padding prevents text clipping in flex layouts",Done,3,"enhancement,ui,personalization",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-13,Daily Double Wager Persistence Bug,"**Problem/Request:**
After Daily Double on $800 question with $200 wager (skipped without answering), next question ($1000) gave only $200 for correct answer. Wager value persisted to non-DD question.

**Investigation:**
- Examined processAnswer() - uses isDailyDouble flag to choose value
- Found skipQuestion() wasn't clearing DD flags
- handleTimerExpire() wasn't clearing DD flags properly
- endClue() lacked DD flag cleanup
- showClue() didn't reset flags for non-DD questions

**Root Cause:**
Daily Double wager ($200) and isDailyDouble flag persisted when:
1. Player skipped DD question without answering
2. Flags not cleared in skip path
3. Next regular question used stale isDailyDouble=true
4. processAnswer() incorrectly used dailyDoubleWager ($200) instead of displayValue ($1000)

**Options Considered:**
1. Clear flags only in processAnswer
2. Clear flags in all exit paths
3. Add defensive checks in showClue
Chose option 2+3 for defense in depth.

**Solution Implemented:**
Added DD flag cleanup to all question exit paths:
- skipQuestion() clears flags immediately
- handleTimerExpire() clears after processing
- endClue() clears as safety net
- showClue() defensively clears for non-DD questions
- Added console.log in processAnswer for debugging

**Code Changes:**
- game.js lines 100-103: Added safety clear in showClue() for non-DD
- game.js lines 313-314: Clear DD flags in skipQuestion()
- game.js lines 330-331: Clear DD flags in endClue()
- game.js line 230: Added debug logging in processAnswer()
- game.js lines 253-254, 295-296: Existing clears verified

**Testing:**
- Played DD question, skipped without answer
- Selected next question, verified correct value awarded
- Console log showed isDailyDouble=false, wager=0 for regular questions
- Tested DD → answer path still works correctly
- Verified all exit paths clear flags

**Outcome:**
DD wagers never leak to subsequent questions. Scoring accurate across all paths.

**Lessons Learned:**
- State cleanup needed in ALL exit paths (skip, timeout, normal, error)
- Defense in depth: entry + exit + multiple exit points
- Console logging invaluable for state debugging
- Test all code paths, not just happy path
- Edge cases (skip, timeout) often missed in initial implementation",Done,0,"bug,daily-double,state-management",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-14,Category Swap and Preview System,"**Problem/Request:**
User wanted to preview 6 categories for each round in staging, with ability to swap individual categories they don't like, plus re-roll all categories option.

**Investigation:**
- Need random category selection from dataset
- Individual swap requires finding non-selected categories
- Re-roll needs complete regeneration
- Must maintain category diversity (5+ questions per category)

**Root Cause:**
N/A - Core feature requirement

**Options Considered:**
1. Preview only, no swapping
2. Re-roll all only
3. Individual swap + re-roll all
Chose option 3 for maximum control.

**Solution Implemented:**
- Random category selection API endpoint
- Category swap endpoint returning single replacement
- Staging UI with category lists and swap buttons
- Re-roll buttons for full regeneration
- Custom game board generation with chosen categories

**Code Changes:**
- server.js lines 30-39: /api/categories/random endpoint
- server.js lines 41-57: /api/categories/swap endpoint
- server.js lines 79-127: /api/game/custom endpoint
- questionManager.js lines 78-96: getRandomCategories() method
- questionManager.js lines 112-132: swapCategory() method
- index.html lines 23-38: Category preview UI with swap buttons
- styles.css lines 86-106: Category item styling
- ui.js lines 139-154: loadRandomCategories() method
- ui.js lines 156-178: renderCategories() method
- ui.js lines 180-200: swapCategory() method
- ui.js lines 47-53, 55-58: Re-roll button handlers

**Testing:**
- Verified 6 unique categories loaded
- Tested individual category swapping
- Confirmed swaps never duplicate existing categories
- Tested re-roll generates completely new set
- Validated custom game board creation with chosen categories

**Outcome:**
Full control over category selection before game starts. Better gameplay experience with preferred categories.

**Lessons Learned:**
- Category diversity check (5+ questions) prevents selection failures
- Swap endpoint needs current category list to avoid duplicates
- Random selection maintains unpredictability while allowing control
- Preview + selective change better UX than blind regeneration",Done,1,"feature,categories,staging",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-15,Comprehensive README Documentation,"**Problem/Request:**
Project needed complete setup instructions, gameplay guide, troubleshooting, and future enhancement notes for users unfamiliar with development.

**Investigation:**
- User is new to programming
- Multiple setup steps required (API key, dataset, dependencies)
- Game controls and mechanics need explanation
- Browser compatibility important to document

**Root Cause:**
N/A - Documentation requirement

**Options Considered:**
1. Basic README with setup only
2. Comprehensive guide with all sections
Chose option 2 for beginner-friendly approach.

**Solution Implemented:**
Created detailed README.md covering:
- Feature list and tech stack
- Step-by-step setup instructions
- Environment configuration
- Dataset requirements
- Gameplay instructions (staging, buzzer controls, Daily Doubles, Final Jeopardy)
- Browser compatibility notes
- Troubleshooting section
- Cost breakdown for API usage
- File structure explanation
- Future enhancement guide (Wispr Flow integration)

**Code Changes:**
- README.md: 200+ lines of comprehensive documentation
- Sections: Features, Requirements, Setup, Gameplay, Troubleshooting, Wispr Flow integration

**Testing:**
- Verified all commands accurate
- Confirmed file paths correct
- Validated API instructions

**Outcome:**
Complete guide for setup, play, and future enhancements. New users can follow start to finish.

**Lessons Learned:**
- Documentation critical for projects intended for non-developers
- Step-by-step instructions reduce setup friction
- Troubleshooting section prevents common support requests
- Cost transparency important for API-dependent projects",Done,2,documentation,Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-16,Speech Recognition Modular Architecture,"**Problem/Request:**
Design speech recognition interface to allow easy future migration from Web Speech API to Wispr Flow without major refactoring.

**Investigation:**
- Web Speech API provides browser-native recognition
- Wispr Flow planned future integration
- Need abstraction layer for swappable implementations

**Root Cause:**
N/A - Architectural decision for future flexibility

**Options Considered:**
1. Direct Web Speech API calls throughout codebase
2. Modular service wrapper
Chose option 2 for maintainability.

**Solution Implemented:**
Created speechService.js module with:
- Consistent interface: startListening(), stopListening(), isActive()
- Callback-based result handling
- Error handling abstraction
- Configuration encapsulation
- Documentation for future Wispr Flow swap

**Code Changes:**
- public/js/speechService.js: Complete modular wrapper
- README.md: Wispr Flow integration instructions
- Methods: initialize(), startListening(onResult, onError), stopListening(), isActive()
- Web Speech API configuration hidden behind interface

**Testing:**
- Verified speech recognition works through module
- Tested callback handling
- Confirmed error handling

**Outcome:**
Clean abstraction allows future Wispr Flow integration with minimal code changes. Only speechService.js needs updating.

**Lessons Learned:**
- Abstraction layers enable technology swaps
- Callback pattern provides flexibility
- Documentation of future plans guides architecture
- Modular design reduces technical debt",Done,2,"architecture,modularity",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-17,Buzzer System Implementation,"**Problem/Request:**
Implement authentic Jeopardy buzzer mechanics: A key for Player 1, L key for Player 2, first to buzz locks out other, incorrect answer gives other player chance.

**Investigation:**
- Keyboard event handling needed
- State management for buzzer activation
- Lock-out logic after first buzz
- Second chance logic on incorrect answer

**Root Cause:**
N/A - Core gameplay feature

**Options Considered:**
1. Mouse click buzzers
2. Keyboard buzzers
3. Both
Chose option 2 for speed and authentic feel.

**Solution Implemented:**
Keyboard-based buzzer system:
- A key = Player 1 buzz
- L key = Player 2 buzz
- buzzersActive flag controls when buzzing allowed
- First buzz locks buzzedPlayer, deactivates buzzers
- Incorrect answer reactivates buzzers for other player
- Visual feedback with buzzer indicators

**Code Changes:**
- ui.js lines 131-143: setupKeyboardControls() method
- game.js lines 29: buzzersActive flag
- game.js lines 147-163: buzz() method
- game.js lines 113: Activate buzzers on clue show
- game.js lines 138: Deactivate buzzers on buzz
- game.js lines 244-249: Reactivate for second player on incorrect
- styles.css lines 209-226: Buzzer indicator styling with pulse animation

**Testing:**
- Verified A/L keys buzz in
- Confirmed first buzz locks other player
- Tested incorrect answer gives second chance
- Validated visual feedback on buzz

**Outcome:**
Authentic Jeopardy buzzer feel. Fast, responsive, competitive gameplay.

**Lessons Learned:**
- Keyboard shortcuts faster than mouse for competitive gameplay
- Visual feedback essential for state awareness
- State flags (buzzersActive, buzzedPlayer) critical for lock-out logic
- Reactivation on incorrect answer maintains competitive balance",Done,1,"feature,buzzer,gameplay",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-18,Answer Validation LLM Integration,"**Problem/Request:**
Implement AI-powered answer validation that accepts ""What is"" format or direct answers, handles synonyms, accounts for speech recognition errors, and responds in 2-3 seconds.

**Investigation:**
- Claude Haiku 3.5 provides fast, cost-effective validation
- Prompt engineering needed for leniency
- JSON response for structured validation
- Fallback for API failures

**Root Cause:**
N/A - Core feature requirement

**Options Considered:**
1. Exact string matching
2. Fuzzy string matching
3. LLM validation
Chose option 3 for flexibility and intelligence.

**Solution Implemented:**
LLM service using Anthropic Claude Haiku:
- Structured prompt explaining validation requirements
- JSON response format: {correct: boolean, explanation: string}
- Lenient evaluation of synonyms, alternate phrasings, speech errors
- Fallback to simple string matching on API failure
- Sub-3-second response times

**Code Changes:**
- server/llmService.js: Complete validation service
- Prompt template at lines 21-47
- JSON parsing at line 50
- Fallback matching at lines 53-59
- API call using @anthropic-ai/sdk
- Model: claude-3-5-haiku-20241022
- Max tokens: 200 (sufficient for validation response)

**Testing:**
- Tested various answer formats (with/without ""What is"")
- Verified synonym acceptance
- Confirmed speech error tolerance
- Measured response times (typically 1-2 seconds)
- Tested fallback on API error

**Outcome:**
Intelligent validation feels fair and natural. Fast enough for smooth gameplay. Cost-effective at ~$0.01-0.02 per game.

**Lessons Learned:**
- Haiku excellent balance of speed and intelligence
- JSON response format ensures structured output
- Fallback essential for reliability
- Prompt engineering critical for correct leniency
- Token limit (200) sufficient for boolean validation",Done,1,"feature,ai,validation",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-19,Used Questions Tracking System,"**Problem/Request:**
Prevent question repeats across multiple games by tracking all played questions persistently.

**Investigation:**
- 520,893 questions available in dataset
- JSON file suitable for simple tracking
- Need unique question identification
- Automatic save on game completion

**Root Cause:**
N/A - Core feature for replayability

**Options Considered:**
1. No tracking (allow repeats)
2. Session-only tracking
3. Persistent file tracking
Chose option 3 for best user experience.

**Solution Implemented:**
JSON-based tracking system:
- Unique ID per question: round_category_question_answer
- Load used questions on server start
- Filter used questions from selection pool
- Save used questions on game completion
- Automatic file creation if not exists

**Code Changes:**
- questionManager.js lines 13: usedQuestionsFile path
- questionManager.js lines 20-35: loadUsedQuestions() method
- questionManager.js lines 58-67: Filter logic in loadTSV()
- questionManager.js lines 222-238: markQuestionsAsUsed() and saveUsedQuestions()
- server.js lines 119-135: /api/game/complete endpoint
- game.js lines 483-497: saveUsedQuestions() caller

**Testing:**
- Verified file created on first game
- Confirmed questions filtered after first game
- Tested multiple game sessions
- Validated JSON file integrity

**Outcome:**
No question repeats across games. Dataset large enough (520k questions) to support hundreds of games before exhaustion.

**Lessons Learned:**
- JSON file sufficient for personal use cases
- Unique ID composition important for tracking
- Server startup loading ensures consistency
- Automatic file creation improves first-run experience",Done,2,"feature,data-management",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-20,Timer Visualization and Countdown,"**Problem/Request:**
Implement visual countdown timer with color changes as time runs low (yellow → orange → red), enforcing response time limits.

**Investigation:**
- Timer needs 1-second intervals
- Visual feedback improves urgency
- Color changes at 50% and 25% remaining
- Must stop on answer or buzzer

**Root Cause:**
N/A - Core gameplay feature

**Options Considered:**
1. Text countdown only
2. Circular progress bar
3. Text with color changes
Chose option 3 for simplicity and effectiveness.

**Solution Implemented:**
Circular timer display with:
- Countdown number in center
- Circular border with color changes
- Yellow (default) → Orange (50%) → Red (25%)
- Shake animation when time low
- setInterval-based countdown
- Stops on answer, skip, or expiration

**Code Changes:**
- index.html lines 72-76: Timer HTML structure
- styles.css lines 318-341: Timer styling and animations
- styles.css lines 343-351: Color transitions and shake keyframes
- game.js lines 24-26: Timer state (responseTime, timerInterval, remainingTime)
- game.js lines 472-491: startTimer() method
- game.js lines 493-498: stopTimer() method
- ui.js lines 305-318: updateTimer() method with color logic

**Testing:**
- Verified countdown displays correctly
- Confirmed color changes at correct thresholds
- Tested shake animation at 25%
- Validated timer stops on all exit paths

**Outcome:**
Clear visual feedback for time pressure. Color coding creates urgency. Professional appearance.

**Lessons Learned:**
- Percentage-based thresholds work better than absolute times
- Visual urgency (color + animation) effective without being distracting
- Multiple stop conditions need centralized stopTimer() method
- CSS animations simple way to add dynamic feedback",Done,2,"feature,timer,ux",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-21,Scoring System and Display,"**Problem/Request:**
Implement authentic Jeopardy scoring: add for correct, subtract for incorrect, allow negative scores, track across rounds, display prominently.

**Investigation:**
- Two player scores needed
- Must support negative values
- Dollar formatting for display
- Real-time updates on answers

**Root Cause:**
N/A - Core gameplay feature

**Options Considered:**
1. Simple number display
2. Formatted currency display
Chose option 2 for authenticity.

**Solution Implemented:**
Comprehensive scoring system:
- Player objects with score properties
- processAnswer() handles all score modifications
- Correct: add clue value
- Incorrect: subtract clue value
- Daily Double: use wager instead of clue value
- Final Jeopardy: separate calculation with wagers
- Real-time UI updates via updateScores()
- Dollar formatting in display

**Code Changes:**
- game.js lines 14-17: players object with scores
- game.js lines 217-255: processAnswer() with scoring logic
- game.js lines 413-425: calculateFinalJeopardyScores()
- ui.js lines 308-312: updateScores() method
- index.html lines 51, 58: Score display elements
- styles.css lines 202-207: Score styling

**Testing:**
- Verified correct answers add points
- Confirmed incorrect answers subtract points
- Tested negative score handling
- Validated Daily Double wager scoring
- Tested Final Jeopardy calculations

**Outcome:**
Accurate Jeopardy-style scoring. Clear display of current standings. Proper handling of all scoring scenarios.

**Lessons Learned:**
- Separate calculations for DD and FJ needed
- Dollar formatting improves readability
- Real-time updates essential for engagement
- Negative scores must be explicitly allowed (no floor at $0)",Done,1,"feature,scoring,gameplay",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-22,Round Progression System,"**Problem/Request:**
Implement automatic progression from Jeopardy → Double Jeopardy → Final Jeopardy when all questions answered in current round.

**Investigation:**
- Need to detect round completion
- Generate new board for Double Jeopardy
- Transition to Final Jeopardy after DJ
- Clear previous round state

**Root Cause:**
N/A - Core game flow feature

**Options Considered:**
1. Manual round advancement
2. Automatic detection
Chose option 2 for smooth flow.

**Solution Implemented:**
Round progression logic:
- Check after each clue completion if round finished
- Compare used questions vs available questions
- Advance to next round automatically
- Render new board for Double Jeopardy
- Show Final Jeopardy setup screen
- Update round indicator throughout

**Code Changes:**
- game.js lines 16: currentRound state
- game.js lines 354-368: Check round completion in endClue()
- game.js lines 370-387: advanceRound() method
- game.js line 68: Initial round indicator (Jeopardy)
- game.js line 381: Double Jeopardy indicator
- ui.js lines 314-318: setRoundIndicator() method
- ui.js lines 262-305: renderBoard() for round transitions

**Testing:**
- Completed all Jeopardy questions, verified DJ starts
- Completed all DJ questions, verified FJ starts
- Confirmed board clears between rounds
- Validated round indicators update

**Outcome:**
Seamless progression through game rounds. Professional game flow. No manual intervention needed.

**Lessons Learned:**
- Automatic advancement better than manual triggers
- State checks after each clue prevent missed transitions
- Clear visual indication of round changes important
- Board regeneration must clear previous state",Done,1,"feature,game-flow,rounds",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-23,Daily Double Placement System,"**Problem/Request:**
Implement authentic Daily Double placement: 1 in Jeopardy round, 2 in Double Jeopardy round, randomly positioned, revealed after selection.

**Investigation:**
- Random placement within 30 questions per round
- Mark questions as Daily Doubles
- Show DD screen before question
- Only player in control can answer

**Root Cause:**
N/A - Core Jeopardy feature

**Options Considered:**
1. Fixed DD positions
2. Random placement
Chose option 2 for authenticity.

**Solution Implemented:**
Random Daily Double system:
- Math.random() placement in question arrays
- isDailyDouble flag on question objects
- Prevent duplicate DD positions in Double Jeopardy
- DD screen shows player in control, current score, max wager
- Wager validation (min $5, max current score or round max)
- Only player in control answers (no buzzer)

**Code Changes:**
- questionManager.js lines 103-105: Jeopardy DD placement
- questionManager.js lines 111-118: Double Jeopardy DD placement (2 unique)
- game.js lines 32-33: DD state flags
- game.js lines 116-124: handleDailyDouble() method
- game.js lines 126-152: submitDailyDoubleWager() method
- index.html lines 82-92: DD screen HTML
- styles.css lines 376-447: DD screen styling
- ui.js lines 350-358: showDailyDouble() method

**Testing:**
- Verified 1 DD in Jeopardy, 2 in Double Jeopardy
- Confirmed random positions vary between games
- Tested wager validation
- Validated only control player answers

**Outcome:**
Authentic Daily Double experience. Adds strategic wagering element. Proper control player restriction.

**Lessons Learned:**
- While loop needed to ensure unique positions in DJ
- Wager validation critical for rule compliance
- Revealing DD after selection maintains surprise
- Control player restriction matches TV show rules",Done,1,"feature,daily-double,gameplay",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-24,Jeopardy-Themed UI Design,"**Problem/Request:**
Create authentic Jeopardy visual experience with blue background (#060CE9), gold text (#FFCC00), grid layout, smooth animations, professional appearance.

**Investigation:**
- Jeopardy uses specific blue and gold colors
- Grid layout for questions
- Category headers at top
- Dollar amounts disappear when selected
- Large centered clue display

**Root Cause:**
N/A - Core visual design requirement

**Options Considered:**
1. Generic game board design
2. Authentic Jeopardy theming
Chose option 2 for recognizability.

**Solution Implemented:**
Complete Jeopardy-themed design:
- Blue background (#060CE9) throughout game screens
- Gold text (#FFCC00) for categories, amounts, titles
- 6×5 grid layout for game board
- Category headers with uppercase text
- Dollar amounts in cells that grey out when used
- Centered clue display with large text
- Gradient backgrounds for staging/final screens
- Hover effects on clickable elements
- Smooth transitions and animations
- Responsive sizing for different screens

**Code Changes:**
- styles.css lines 167-695: Complete theme implementation
- Color scheme: #060CE9 (blue), #FFCC00 (gold), #000 (black)
- Grid layout: display: grid with 6 columns
- Typography: Arial/Helvetica, bold weights, large sizes
- Animations: hover scales, pulse effects, shake on timer
- Gradients: linear-gradient for backgrounds

**Testing:**
- Verified colors match Jeopardy brand
- Confirmed grid layout responsive
- Tested all hover effects
- Validated animations smooth

**Outcome:**
Instantly recognizable Jeopardy appearance. Professional polish. Engaging visual experience.

**Lessons Learned:**
- Brand colors critical for authenticity
- Grid layout CSS handles complex board structure
- Hover feedback improves interactivity
- Consistent color scheme throughout maintains cohesion",Done,1,"design,ui,theming",Claude,Jeopardy Game,2026-01-13,2026-01-13
JEO-25,TSV Data Parsing and Question Loading,"**Problem/Request:**
Parse Kaggle Jeopardy TSV file (520k+ questions) efficiently, structure data for game use, filter by round type, handle various data formats.

**Investigation:**
- TSV format with tab-separated values
- Headers: round, clue_value, daily_double_value, category, comments, answer, question, air_date, notes
- Need rounds 1 (Jeopardy) and 2 (Double Jeopardy)
- Some fields empty or inconsistent

**Root Cause:**
N/A - Core data loading requirement

**Options Considered:**
1. CSV parser library
2. Custom TSV parsing
Chose option 2 to avoid dependencies.

**Solution Implemented:**
Custom TSV parser:
- Read file with fs.readFileSync
- Split by newlines and tabs
- Build objects from headers + values
- Filter for rounds 1 and 2
- Create unique IDs for tracking
- Load on server initialization
- Cache in memory for fast access

**Code Changes:**
- questionManager.js lines 37-75: loadTSV() method
- Line splitting: data.split('\n')
- Tab splitting: line.split('\t')
- Header mapping to values
- Round filtering: round === '1' || round === '2'
- Unique ID: round_category_question_answer
- Loaded count logging

**Testing:**
- Verified 520,893 questions loaded
- Confirmed round filtering works
- Tested category diversity
- Validated question structure

**Outcome:**
Fast loading (< 1 second), efficient memory usage, ready access to all questions.

**Lessons Learned:**
- Custom parsing sufficient for simple TSV format
- In-memory caching appropriate for personal use
- Unique ID composition critical for tracking
- File encoding (utf8) important to specify
- Trim whitespace to prevent matching issues",Done,2,"feature,data,parsing",Claude,Jeopardy Game,2026-01-13,2026-01-13
